,URL,URL_LENGTH,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
685,B0_1171,62,ISO-8859-1,Apache,6567.0,US,FL,24/04/1999 0:00,23/02/2015 0:00,0,0,0,0,0,0,0,0.0,0
686,B0_1212,62,ISO-8859-1,Apache,20986.0,US,NY,30/12/2002 0:00,9/04/2014 0:00,0,0,0,0,0,0,0,0.0,0
687,B0_1327,62,UTF-8,Apache,12440.0,CA,Ontario,4/06/2010 0:00,7/04/2016 0:00,0,0,0,0,0,0,0,0.0,0
688,B0_1330,62,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,245.0,US,Missouri,11/10/2005 0:00,19/09/2016 0:00,0,0,0,0,0,0,0,0.0,0
689,B0_1379,62,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,25/10/2003 0:00,26/11/2014 0:00,0,0,0,0,0,0,0,0.0,0
690,B0_383,62,utf-8,AmazonS3,382.0,NONE,None,13/07/2001 0:00,26/04/2015 0:00,21,5,7,1810,2519,2102,25,4.0,0
691,B0_743,62,UTF-8,Apache/2.2.3 (CentOS),2192.0,IN,MAHARASHTR,22/12/2003 0:00,4/03/2017 0:00,32,8,11,2772,32655,3258,38,6.0,0
692,B0_788,62,us-ascii,Microsoft-IIS/7.5,324.0,US,California,26/09/2003 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
693,B0_917,62,UTF-8,GSE,9285.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
694,B0_1000,63,utf-8,Apache/2.2.15 (CentOS),7221.0,US,CA,13/08/2002 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
695,B0_1182,63,UTF-8,mw2257.codfw.wmnet,14506.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0.0,0
696,B0_204,63,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,None,None,67,32,17,6011,28050,6453,73,6.0,0
697,B0_2154,63,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,WA,3/12/1996 0:00,23/02/2017 0:00,3,3,1,366,244,366,3,0.0,0
698,B0_2276,63,iso-8859-1,Apache/2,345.0,NONE,None,9/02/2005 0:00,11/12/2015 0:00,4,2,2,408,448,408,4,0.0,0
699,B0_380,63,us-ascii,Microsoft-HTTPAPI/2.0,1853.0,NONE,None,27/03/1998 0:00,15/10/2016 0:00,104,0,2,7535,204971,7683,106,2.0,0
700,B0_497,63,ISO-8859-1,Apache,3475.0,US,OH,20/03/2002 0:00,18/02/2017 0:00,31,5,6,2293,17664,2459,33,2.0,0
701,B0_52,63,utf-8,DMS/1.0.42,42913.0,OTHER,None,15/03/2005 0:00,28/06/2016 0:00,44,5,9,3414,47213,3722,48,4.0,0
702,B0_547,63,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,32,20,13,3967,23969,4429,38,6.0,0
703,B0_7,63,UTF-8,Apache,18235.0,US,WA,10/10/2006 0:00,7/03/2017 0:00,4,1,2,583,737,735,6,2.0,0
704,B0_722,63,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,35,19,11,3472,24847,3944,41,6.0,0
705,B0_757,63,iso-8859-1,Apache/2.0.52 (Red Hat),320.0,NONE,None,None,None,188,25,9,14064,298694,14522,194,6.0,0
706,B0_771,63,ISO-8859-1,Apache,5858.0,NONE,None,None,None,19,10,1,3181,16286,3605,25,6.0,0
707,B0_1267,64,UTF-8,nginx/1.8.1,9418.0,GB,None,3/06/1993 0:00,2/11/2016 0:00,0,0,0,0,0,0,0,0.0,0
708,B0_1320,64,ISO-8859-1,Apache,19111.0,US,NY,30/12/2002 0:00,9/04/2014 0:00,0,0,0,0,0,0,0,0.0,0
709,B0_323,64,ISO-8859-1,Apache,9498.0,GB,MIDDLESEX,27/04/2007 0:00,20/04/2017 0:00,10,1,3,1256,1909,1580,14,4.0,0
710,B0_657,64,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,WA,3/12/1996 0:00,23/02/2017 0:00,26,6,5,3201,20250,3517,30,4.0,0
711,B0_78,64,us-ascii,Microsoft-IIS/7.5,324.0,OTHER,Rogaland,7/04/2006 10:47,19/04/2017 12:59,16,1,5,1910,3124,2552,24,8.0,0
712,B0_844,64,UTF-8,Application-Server,32344.0,US,TX,30/03/1994 0:00,27/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
713,B0_983,64,ISO-8859-1,None,34.0,US,FL,16/09/1996 0:00,15/09/2011 0:00,0,0,0,0,0,0,0,0.0,0
714,B0_1003,65,ISO-8859-1,Microsoft-IIS/7.0,3830.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
715,B0_1367,65,ISO-8859-1,Apache,36377.0,US,NY,8/05/1996 0:00,27/01/2017 0:00,0,0,0,0,0,0,0,0.0,0
716,B0_449,65,ISO-8859-1,Apache/2.2.15 (Red Hat),12339.0,NONE,None,11/10/2000 0:00,12/12/2016 0:00,18,8,7,1634,14294,1922,22,4.0,0
717,B0_538,65,iso-8859-1,Apache/2.2.15 (Red Hat),330.0,NONE,None,None,None,30,2,9,2510,34105,2810,34,4.0,0
718,B0_825,65,iso-8859-1,Apache,245.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
719,B0_929,65,UTF-8,nginx/1.10.3,40035.0,US,NY,28/01/2006 0:00,30/12/2016 0:00,0,0,0,0,0,0,0,0.0,0
720,M0_85,66,UTF-8,Apache,58.0,US,MA,9/10/2014 0:00,10/10/2016 0:00,15,1,7,1863,7303,2175,19,4.0,1
721,B0_1018,66,UTF-8,Apache/2.2.3 (CentOS),14750.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
722,B0_31,66,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,251.0,NONE,None,29/08/2001 0:00,26/04/2015 0:00,11,1,7,1012,1806,1316,15,4.0,0
723,B0_933,66,iso-8859-1,Apache,241.0,US,DC,8/02/1996 0:00,21/05/2016 0:00,0,0,0,0,0,0,0,0.0,0
724,B0_969,66,ISO-8859-1,Apache,36571.0,NONE,None,2/10/2001 13:00,15/09/2014 7:40,0,0,0,0,0,0,0,0.0,0
725,B0_1248,67,ISO-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,4440.0,US,Arizona,16/09/2004 0:00,28/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
726,B0_198,67,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,27,9,5,3471,23243,3967,33,6.0,0
727,B0_2057,67,iso-8859-1,Apache,355.0,NONE,None,15/07/1999 0:00,15/05/2016 0:00,7,5,4,606,473,606,7,0.0,0
728,B0_2120,67,UTF-8,nginx/1.12.0,3640.0,US,Kansas,7/03/2000 0:00,31/01/2017 0:00,12,3,7,960,706,960,12,0.0,0
729,B0_2298,67,iso-8859-1,Apache,317.0,US,California,28/07/2007 0:00,21/09/2015 0:00,8,6,6,696,574,696,8,0.0,0
730,B0_339,67,ISO-8859-1,Apache,197.0,US,FL,10/02/2000 0:00,28/02/2017 0:00,9,1,3,1283,1697,1631,13,4.0,0
731,B0_440,67,ISO-8859-1,Apache,15742.0,US,NY,30/12/2002 0:00,9/04/2014 0:00,16,6,6,2135,3485,2443,20,4.0,0
732,B0_513,67,UTF-8,mw2177.codfw.wmnet,4710.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,59,43,15,7723,37516,8331,67,8.0,0
733,B0_643,67,utf-8,Apache,26117.0,US,CO,19/07/2004 14:56,1/02/2017 5:28,16,9,5,2381,5596,2675,20,4.0,0
734,B0_1235,68,UTF-8,nginx/1.8.1,13340.0,CA,Ontario,18/01/2008 0:00,5/01/2017 0:00,0,0,0,0,0,0,0,0.0,0
735,B0_1386,68,ISO-8859-1,Oracle-iPlanet-Web-Server/7.0,3257.0,NONE,None,13/10/2000 0:00,27/04/2017 0:00,0,0,0,0,0,0,0,0.0,0
736,B0_148,68,utf-8,lighttpd/1.4.28,6795.0,OTHER,None,24/09/2009 0:00,1/03/2017 0:00,20,7,9,1620,9227,1804,22,2.0,0
737,B0_27,68,UTF-8,Apache,12606.0,US,NY,2/01/2001 0:00,31/05/2016 0:00,23,9,8,2317,3635,2633,27,4.0,0
738,B0_684,68,UTF-8,mw2197.codfw.wmnet,12503.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,40,34,3,6020,37704,6628,48,8.0,0
739,M0_178,69,UTF-8,Apache,194.0,US,PA,16/11/2016 0:00,16/11/2016 0:00,10,0,4,903,1489,1205,14,4.0,1
740,B0_1077,69,UTF-8,GSE,3933.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
741,B0_1098,69,UTF-8,nginx/1.12.0,13920.0,CA,ONTARIO,13/05/2011 0:00,13/05/2016 0:00,0,0,0,0,0,0,0,0.0,0
742,B0_115,69,iso-8859-1,Apache/2.2.31 (FreeBSD) PHP/5.4.15 mod_ssl/2.2.31 OpenSSL/1.0.2d DAV/2,248.0,NONE,None,18/10/2000 0:00,30/10/2016 0:00,19,6,10,1483,2073,1775,23,4.0,0
743,B0_1194,69,ISO-8859-1,nginx,1500.0,US,Ohio,26/05/1998 0:00,4/05/2016 0:00,0,0,0,0,0,0,0,0.0,0
744,B0_1273,69,UTF-8,nginx/1.8.1,12564.0,GB,None,3/06/1993 0:00,2/11/2016 0:00,0,0,0,0,0,0,0,0.0,0
745,B0_459,69,iso-8859-1,Apache,360.0,OTHER,None,5/11/2007 0:00,22/02/2017 0:00,23,1,10,1783,18427,2095,27,4.0,0
746,B0_955,69,UTF-8,GSE,33493.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
747,B0_1016,70,utf-8,Apache,61974.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
748,B0_1045,70,ISO-8859-1,Microsoft-IIS/8.5,65423.0,CA,ON,10/03/1998 0:00,24/02/2015 0:00,0,0,0,0,0,0,0,0.0,0
749,B0_1057,70,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
750,B0_1155,70,iso-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/1.0.1e-fips DAV/2 mod_bwlimited/1.4,518.0,AU,Queensland,23/01/2004 0:00,8/01/2017 0:00,0,0,0,0,0,0,0,0.0,0
751,B0_1246,70,ISO-8859-1,Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3,8742.0,US,IL,12/12/1990 0:00,8/06/2015 0:00,0,0,0,0,0,0,0,0.0,0
752,B0_151,70,UTF-8,294,11397.0,NONE,None,11/01/2005 0:00,23/01/2014 0:00,44,34,6,6221,36834,6963,54,10.0,0
753,B0_2161,70,ISO-8859-1,Microsoft-IIS/6.0,118672.0,CA,Quebec,2/06/2004 0:00,21/03/2015 0:00,10,6,7,792,636,792,10,0.0,0
754,B0_2169,70,ISO-8859-1,Apache,8187.0,OTHER,Zug,21/11/1997 0:00,19/10/2016 0:00,5,5,3,498,504,498,5,0.0,0
755,B0_2308,70,ISO-8859-1,Microsoft-IIS/7.5,356.0,US,New York,11/06/2002 0:00,5/06/2014 0:00,49,7,3,3802,57628,3802,49,0.0,0
756,B0_264,70,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,VT,15/11/1995 0:00,15/09/2015 0:00,8,0,3,1100,1570,1380,12,4.0,0
757,B0_367,70,utf-8,Microsoft-IIS/7.5,41417.0,US,MO,None,None,7,4,3,752,892,922,9,2.0,0
758,B0_654,70,utf-8,Microsoft-IIS/7.5,13481.0,US,VA,15/12/1994 0:00,10/12/2016 0:00,48,11,11,3684,47558,4164,54,6.0,0
759,B0_893,70,UTF-8,nginx,23103.0,US,California,17/08/1995 0:00,16/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
760,B0_899,70,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
761,B0_1067,71,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Oregon,29/01/2003 23:45,7/08/2013 22:19,0,0,0,0,0,0,0,0.0,0
762,B0_1345,71,UTF-8,GSE,8992.0,CA,ON,27/01/2010 0:00,7/08/2015 0:00,0,0,0,0,0,0,0,0.0,0
763,B0_168,71,UTF-8,GSE,11988.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,73,3,5,7802,105565,8302,79,6.0,0
764,B0_175,71,ISO-8859-1,None,34.0,CA,ON,28/12/1998 0:00,17/12/2016 0:00,49,0,7,3878,55460,4174,53,4.0,0
765,B0_207,71,UTF-8,Apache,13522.0,US,CA,18/01/1996 5:00,20/01/2017 1:26,30,20,10,3317,8700,3747,36,6.0,0
766,B0_669,71,utf-8,DMS/1.0.42,318.0,OTHER,None,15/03/2005 0:00,28/06/2016 0:00,25,3,5,3428,28007,3736,29,4.0,0
767,B0_678,71,utf-8,nginx,337.0,NONE,None,None,None,35,14,7,4515,12970,5105,43,8.0,0
768,B0_728,71,UTF-8,Apache-Coyote/1.1,13596.0,IN,TN,None,None,7,2,4,1131,1747,1473,12,4.0,0
769,B0_828,71,us-ascii,Microsoft-IIS/7.5,324.0,US,CA,17/11/2006 0:00,31/03/2016 0:00,0,0,0,0,0,0,0,0.0,0
770,B0_875,71,us-ascii,Microsoft-HTTPAPI/2.0,324.0,OTHER,None,21/05/2006 0:00,17/05/2013 0:00,0,0,0,0,0,0,0,0.0,0
771,B0_1145,72,us-ascii,cloudflare-nginx,324.0,CA,ON,24/11/2001 0:00,8/08/2015 0:00,0,0,0,0,0,0,0,0.0,0
772,B0_1164,72,utf-8,nginx,31624.0,GB,GB,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,0,0,0,0,0,0,0.0,0
773,B0_1282,72,us-ascii,Microsoft-HTTPAPI/2.0,1853.0,US,NY,31/10/1997 0:00,30/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
774,B0_2084,72,utf-8,Microsoft-IIS/7.5,14092.0,US,VA,15/12/1994 0:00,10/12/2016 0:00,12,5,4,960,498,960,12,0.0,0
775,B0_244,72,ISO-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,2819.0,OTHER,ANTWERP,13/10/2000 0:00,1/11/2012 0:00,39,2,13,3042,5914,3520,45,6.0,0
776,B0_335,72,ISO-8859-1,None,33528.0,NONE,None,None,None,18,4,4,2083,17862,2371,22,4.0,0
777,B0_343,72,iso-8859-1,Apache,363.0,OTHER,None,4/07/2007 0:00,22/02/2017 0:00,28,2,5,2490,18969,2802,32,4.0,0
778,B0_489,72,utf-8,Apache,1832.0,NONE,None,1/05/2009 0:00,2/05/2016 0:00,9,0,3,1165,1673,1673,15,6.0,0
779,B0_623,72,us-ascii,www.lexisnexis.com  9999,324.0,OTHER,CH,8/04/2009 0:00,12/02/2016 0:00,80,0,2,6525,126205,6843,84,4.0,0
780,B0_930,72,ISO-8859-1,nginx,1145.0,US,NJ,8/04/1998 0:00,25/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
781,B0_1074,73,ISO-8859-1,Apache/2.4.7 (Ubuntu),13240.0,US,PA,5/08/2008 0:00,6/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
782,B0_1184,73,utf-8,None,32103.0,US,NY,29/03/2008 0:00,10/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
783,B0_1229,73,iso-8859-1,nginx,484.0,US,Arizona,15/12/2007 0:00,3/04/2016 0:00,0,0,0,0,0,0,0,0.0,0
784,B0_1334,73,iso-8859-1,Apache/2.0.52 (Red Hat),330.0,US,CA,3/09/1996 4:00,30/09/2009 2:59,0,0,0,0,0,0,0,0.0,0
785,B0_213,73,utf-8,Apache,44491.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,208,0,1,14530,466055,14688,210,2.0,0
786,B0_2235,73,UTF-8,Apache/2.4.18 (Ubuntu),12487.0,US,Illinois,2/08/2000 0:00,26/04/2017 0:00,22,11,12,1524,1268,1524,22,0.0,0
787,B0_2248,73,UTF-8,GSE,3674.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,3,3,1,366,306,366,3,0.0,0
788,B0_279,73,ISO-8859-1,squid/3.3.8,3591.0,US,CA,2/06/1994 0:00,6/01/2017 0:00,23,4,3,2425,33598,2881,29,6.0,0
789,B0_36,73,UTF-8,Apache-Coyote/1.1,17908.0,NONE,None,9/01/2007 0:00,30/04/2013 0:00,17,12,3,2396,26621,2856,23,6.0,0
790,B0_559,73,ISO-8859-1,nginx/0.8.38,18901.0,US,MA,29/03/2000 0:00,25/12/2016 0:00,51,6,5,3932,87340,4252,55,4.0,0
791,B0_1162,74,us-ascii,Microsoft-IIS/7.5,324.0,US,Pennsylvania,20/03/2005 0:00,22/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
792,B0_147,74,UTF-8,Apache-Coyote/1.1,46884.0,NONE,None,16/09/2004 0:00,28/03/2016 0:00,8,0,1,432,124,432,8,0.0,0
793,B0_2251,74,us-ascii,Microsoft-HTTPAPI/2.0,324.0,CA,Saskatchewan,3/07/2000 0:00,23/06/2016 0:00,5,4,2,486,480,486,5,0.0,0
794,M0_62,75,UTF-8,Apache,193.0,US,PA,20/08/2014 0:00,20/10/2016 0:00,8,0,6,801,677,951,10,2.0,1
795,B0_1360,75,UTF-8,GSE,8417.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
796,B0_2238,75,UTF-8,mw2238.codfw.wmnet,4721.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,4,3,2,432,372,432,4,0.0,0
797,B0_248,75,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,8/09/2004 0:00,28/02/2017 0:00,23,14,7,2472,6776,2796,27,4.0,0
798,B0_2157,76,ISO-8859-1,Microsoft-IIS/6.0,92183.0,CA,Quebec,2/06/2004 0:00,21/03/2015 0:00,10,4,5,780,442,780,10,0.0,0
799,B0_534,76,ISO-8859-1,None,12368.0,US,CA,9/01/1998 0:00,4/01/2017 0:00,47,0,5,4544,53238,5134,55,8.0,0
800,B0_80,76,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,2/10/2007 0:00,20/07/2014 0:00,26,19,4,3635,23404,4125,32,6.0,0
801,B0_81,76,us-ascii,Microsoft-IIS/7.5,324.0,NONE,None,14/12/2004 0:00,None,18,5,6,2032,2033,2464,24,6.0,0
802,B0_842,76,UTF-8,Apache,9672.0,US,Alabama,3/10/1997 0:00,31/12/2016 0:00,0,0,0,0,0,0,0,0.0,0
803,B0_912,76,UTF-8,XXXXXXXXXXXXXXXXXXXXXX,17721.0,NONE,None,2/10/2000 0:00,3/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
804,B0_2013,77,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,5,5,3,498,508,498,5,0.0,0
805,B0_2272,77,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CO,16/06/2014 0:00,31/07/2016 0:00,6,3,4,564,442,564,6,0.0,0
806,B0_432,77,UTF-8,GSE,22409.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,27,0,4,2403,27476,2741,31,4.0,0
807,B0_735,77,utf-8,nginx/1.8.0,63049.0,US,va,29/04/1994 0:00,30/08/2013 0:00,33,1,5,3244,24630,4114,43,10.0,0
808,B0_1203,78,utf-8,Apache,23146.0,US,NY,18/01/1994 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
809,B0_212,78,iso-8859-1,Apache,13.0,JP,Tottori,14/04/2017 0:00,18/04/2017 0:00,8,0,3,528,124,528,8,0.0,0
810,B0_2146,78,UTF-8,GSE,9313.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,13,6,9,1026,904,1026,13,0.0,0
811,B0_2203,78,UTF-8,None,28508.0,US,NY,10/08/1995 0:00,5/08/2016 0:00,8,6,6,696,574,696,8,0.0,0
812,B0_2211,78,ISO-8859-1,Varnish,9.0,US,DC,18/10/2005 0:00,14/10/2016 0:00,8,6,6,672,562,672,8,0.0,0
813,B0_433,78,utf-8,Apache,23144.0,US,NY,18/01/1994 0:00,21/10/2016 0:00,36,3,10,2981,31493,3449,42,6.0,0
814,B0_680,78,UTF-8,Pizza/pepperoni,13707.0,US,WA,16/11/1994 0:00,28/10/2015 0:00,19,6,4,2781,18410,3085,24,4.0,0
815,B0_748,78,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,62,0,3,4725,97272,5023,66,4.0,0
816,B0_99,78,ISO-8859-1,MI,2743.0,US,CA,24/02/1996 0:00,18/01/2017 0:00,23,5,11,2106,6415,2410,27,4.0,0
817,B0_1072,79,ISO-8859-1,Microsoft-IIS/8.5,1245.0,US,Arkansas,23/06/1999 0:00,12/06/2015 0:00,0,0,0,0,0,0,0,0.0,0
818,B0_1121,79,ISO-8859-1,None,6748.0,CA,QC,24/10/1996 0:00,24/08/2015 0:00,0,0,0,0,0,0,0,0.0,0
819,B0_1223,79,UTF-8,None,53420.0,US,NJ,26/05/1994 0:00,21/05/2016 0:00,0,0,0,0,0,0,0,0.0,0
820,B0_1355,79,UTF-8,Apache-Coyote/1.1,46887.0,US,Washington,16/09/2004 0:00,28/03/2016 0:00,0,0,0,0,0,0,0,0.0,0
821,B0_269,79,ISO-8859-1,Roxen/5.4.98-r2,11593.0,US,IL,2/03/2000 0:00,3/03/2017 0:00,13,1,3,1763,2308,2233,19,6.0,0
822,B0_1086,80,UTF-8,None,7240.0,US,California,4/02/1996 0:00,10/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
823,B0_1094,80,UTF-8,Apache,471.0,US,CA,23/07/2004 0:00,4/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
824,B0_129,80,UTF-8,GSE,38149.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,41,0,5,3333,42229,3715,45,4.0,0
825,B0_2077,80,ISO-8859-1,nginx/1.2.1,8619.0,OTHER,--,17/05/2004 0:00,2/03/2017 0:00,22,18,3,3156,4966,3156,22,0.0,0
826,B0_2145,80,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,5/06/2003 0:00,26/11/2014 0:00,5,4,2,498,438,498,5,0.0,0
827,B0_756,80,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CA,8/09/2003 0:00,3/03/2017 0:00,33,10,8,3764,7356,4412,41,8.0,0
828,B0_849,80,UTF-8,GSE,11326.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
829,B0_878,80,iso-8859-1,Apache,236.0,US,AZ,10/03/1998 0:00,5/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
830,B0_101,81,UTF-8,GSE,10527.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,75,8,16,7388,65108,7734,79,4.0,0
831,B0_118,81,iso-8859-1,Apache/2.2.15 (CentOS),213.0,US,OK,7/07/1999 0:00,24/05/2016 0:00,11,6,1,2088,7459,2388,15,4.0,0
832,B0_2311,81,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,2,2,1,276,184,276,2,0.0,0
833,B0_519,81,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,NY,25/02/2005 0:00,27/12/2015 0:00,16,1,2,2074,10646,2540,22,6.0,0
834,B0_83,81,ISO-8859-1,Apache,4897.0,US,Florida,20/08/2000 0:00,25/02/2017 0:00,47,3,8,3718,44519,4064,51,4.0,0
835,B0_2051,82,ISO-8859-1,nginx/1.10.1,8521.0,PA,PANAMA,3/03/2004 0:00,31/03/2017 0:00,8,3,6,696,574,696,8,0.0,0
836,B0_2060,82,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,WA,10/11/1994 0:00,8/10/2014 0:00,5,4,2,498,376,498,5,0.0,0
837,B0_228,82,ISO-8859-1,Apache/2.4.7 (Ubuntu),9101.0,NONE,None,11/10/2005 0:00,10/12/2016 0:00,20,6,5,2638,6137,3208,28,8.0,0
838,B0_382,82,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Florida,2/10/2007 0:00,20/07/2014 0:00,31,26,6,3286,28351,3776,37,6.0,0
839,B0_77,82,UTF-8,GSE,53520.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,45,2,5,3565,58127,3903,49,4.0,0
840,B0_210,83,UTF-8,nginx/1.6.2,2034.0,US,CO,2/04/2009 0:00,21/03/2017 0:00,22,8,7,1628,14894,1944,26,4.0,0
841,B0_423,83,UTF-8,GSE,34930.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,29,0,3,2523,44807,2881,33,4.0,0
842,B0_488,83,ISO-8859-1,Apache/2.2.22 (Debian),5866.0,OTHER,Dubai,10/12/2010 0:00,11/10/2016 0:00,9,0,3,1165,1673,1673,15,6.0,0
843,B0_752,83,ISO-8859-1,nginx,162.0,US,Minnesota,5/11/1996 5:00,29/08/2016 20:58,24,3,7,2676,3594,3000,28,4.0,0
844,B0_806,83,UTF-8,Apache-Coyote/1.1,46886.0,NONE,None,16/09/2004 0:00,28/03/2016 0:00,0,0,0,0,0,0,0,0.0,0
845,M0_63,84,UTF-8,Apache/2.2.22 (Debian),11323.0,US,Washington,8/03/2003 0:00,9/03/2017 0:00,25,0,5,2262,33205,2588,29,4.0,1
846,B0_1071,84,UTF-8,Apache,12773.0,US,UTAH,12/08/2005 0:00,12/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
847,B0_1385,84,ISO-8859-1,Apache/2.2.15 (CentOS),23412.0,US,Arizona,9/02/2005 0:00,2/02/2016 0:00,0,0,0,0,0,0,0,0.0,0
848,B0_1394,84,utf-8,Apache,8326.0,US,Texas,23/11/1998 0:00,24/04/2015 0:00,0,0,0,0,0,0,0,0.0,0
849,B0_2225,84,UTF-8,GSE,11243.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,11,11,7,834,894,834,11,0.0,0
850,M0_61,85,UTF-8,Apache/2.2.22 (Debian),8364.0,US,Washington,14/03/2004 0:00,15/03/2017 0:00,37,0,8,3630,34113,4118,43,6.0,1
851,B0_2256,85,UTF-8,GSE,27976.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,7,7,3,582,632,582,7,0.0,0
852,B0_1352,86,UTF-8,Apache,58.0,US,MI,19/05/2016 0:00,26/09/2016 0:00,0,0,0,0,0,0,0,0.0,0
853,B0_2075,86,utf-8,Apache/2.4.25,3500.0,US,Arizona,24/05/2006 0:00,6/10/2016 0:00,30,8,9,2296,688,2296,30,0.0,0
854,B0_2196,86,utf-8,None,959.0,US,WA,12/02/2000 0:00,16/08/2016 0:00,10,9,8,804,826,804,10,0.0,0
855,B0_340,86,ISO-8859-1,Roxen/5.4.98-r2,13747.0,US,IL,3/05/2004 0:00,4/05/2016 0:00,20,0,2,2487,2587,2979,26,6.0,0
